Tags,Article Content,Date posted,Author
4 killed as explosion hits bus near Giza pyramids in Egypt,"Three Vietnamese tourists and an Egyptian guide were killed on Friday after a bomb hit a bus near the Giza pyramids in Egypt, officials said. The tourists were heading to a sound and light show at the pyramids. Egyptian PM Mostafa Madbouly said the bus had deviated from its planned route without alerting security forces, although the driver denied it.",29 Dec,Deepshikha Yadav
What's 5 minus 3? Mom finds 6-yr-old using Alexa to finish homework,"A US mother's video of catching her six-year-old son taking help from Amazon's artificial assistant Alexa to solve a math problem has gone viral on social media. In the video, the kid can be heard asking, ""Alexa, what is five minus three?"" The kid said, ""Thank you, Alexa, for helping me with my homework,"" on receiving the answer from Alexa. ",29 Dec,Pragya Swastik
Mission failed: Mumbai Indians troll Paine for failing to score ton,"Mumbai Indians trolled Australia captain Tim Paine after he failed to score a hundred in the Melbourne Test against India by tweeting a graphic which read, ""Mission Failed"". This comes after Rohit Sharma responded to Paine's banter, saying Mumbai Indians would buy him if he hits a hundred. Paine had said he'd support Mumbai Indians if Rohit hit a six. ",29 Dec,Pragya Swastik
"I am emotionless now, farak nahin padta: Iyer on India rejection","Delhi Capitals captain Shreyas Iyer, who last played an ODI in February and didn't get to play a single match in India's last two T20I series, said he is ""emotionless now"". ""Someone...says, I am in team...I am not in team, kuch farak nahin padta,"" he added. ""[M]azaa karna hai...I don't want selection issues to rule my happiness,"" he further said. ",29 Dec,Anmol Sharma
Mid-air collision of three planes averted over Delhi region,"A mid-air collision among three planes of foreign airlines was averted in Delhi region on Sunday following auto-generated warnings and Air Traffic Control intervention, an official revealed. A National Airlines flight and EVA Air flight breached mandatory separation, following which the former came on the path of a KLM flight. It later came close to the EVA flight again.",29 Dec,Anmol Sharma
Raghubar becomes 1st J'khand CM to complete 4 yrs in office,"Jharkhand Chief Minister Raghubar Das on Friday became the first Chief Minister of the state to complete four years in office. Responding to a tweet by Rajya Sabha MP Parimal Nathwani, Das tweeted, ""Under the able leadership of Prime Minister Sri Narendra Modi ji, we are committed to build #NewJharkhand."" Das is also the first non-tribal CM of Jharkhand.",29 Dec,Anmol Sharma
"Indian Army rescues 2,500 tourists stranded in Sikkim","The Indian Army has rescued around 2,500 tourists who were stuck near the Indo-China border in Sikkim's Nathula Pass following heavy snowfall, a Defence Ministry official said. The tourists were provided with food, shelter, medicines and warm clothes by the Army. Further, the Army also provided two sets of JCBs, among other equipments required for clearing the snow. ",29 Dec,Anmol Sharma
Transgenders can file sexual harassment case under IPC: HC,"Delhi High Court has allowed that Section 354A of Indian Penal Code can be used by transgenders to register complaints of sexual harassment. The court was hearing a plea by a Delhi University's transgender student, who had approached the police over sexual harassment by male students but couldn't file a complaint due to lack of appropriate IPC sections.",29 Dec,Aarushi Maheshwari
Pak minister fears PM Modi may order surgical strike before 2019 polls,"Pakistan Railways Minister Sheikh Rashid has said Indian Prime Minister Narendra Modi may order surgical strike against the country ""to appease his far-right constituents"" before the 2019 elections. ""Indian Prime Minister Narendra Modi's BJP has lost elections in five states in his country,"" he added. India had earlier conducted a surgical strike against Pakistan in 2016.",29 Dec,Aarushi Maheshwari
"Egypt woman 'tickles' monkey's genitals, jailed for 3 years","An Egyptian court has sentenced a woman, who was seen touching a monkey's genitals in a video, to three years in jail. The court charged her with inciting debauchery and committing an obscene act in public. The 25-year-old confessed to the incident but said she did not mean to commit an indecent act and that she was tickling the monkey.",29 Dec,Aarushi Maheshwari
Female ISIS member who let 5-yr-old die of thirst faces life in jail,"A German female member of Islamic State is facing war crimes charges in her home country for letting a five-year-old girl die of thirst in scorching sun. The 27-year-old faces up to life in jail if found guilty. The woman, along with her husband bought the child as a house ""slave"" in the ISIS-occupied Iraqi city of Mosul in 2015.",29 Dec,Aarushi Maheshwari
Trump threatens to shut Mexico border over wall funding,"Amid the partial US government shutdown, President Donald Trump has threatened to shut the country's border with Mexico if Democrats keep opposing funding for his proposed wall. The shutdown was imposed after opposition Democrats resisted Trump's demand for $5 billion for his Mexico border wall. The US leader earlier said the Democrats don't want him and the Republicans to win.",29 Dec,Aarushi Maheshwari
Agitations are uncalled for: Madhur on 'The Accidental...' ,"Madhur Bhandarkar, while talking about the agitations and controversies surrounding the upcoming film 'The Accidental Prime Minister', said, ""These agitations are uncalled for, especially when we talk about freedom of expression."" ""It is just the trailer that has been released and people are already agitated about it... This is not fair if we talk about democracy,"" he added.  ",29 Dec,Aarushi Maheshwari
Feeling of euphoria: Ranveer on public's reaction on Simmba,"Ranveer Singh, while talking about public's reaction on his latest film 'Simmba', said, ""It's on some other level and it is some different kind of feeling of euphoria I have never felt before."" Ranveer, who visited the theatres to check first-hand public reaction, added, ""It's the best reviewed, the most loved film of this genre...the feeling right now is indescribable.""",29 Dec,Arshiya Chopra
My kids have good rebellious streak that is wonderful: Jolie,"Angelina Jolie, while talking about her and Brad Pitt's children, said, ""All [my children] have a good rebellious streak that is wonderful and curious."" ""I don't want them to be perfectly behaved little people that just say what's absolutely appropriate because I say so. They have to find themselves,"" she added. Jolie has six children.",29 Dec,Arshiya Chopra
It will happen when it has to happen: Deepika on motherhood,"Talking about motherhood and planning a family, Deepika Padukone said, ""It will happen when it has to happen. Motherhood trumps being married. That's what I hear from people who have had children."" Talking about tackling her pregnancy rumours, she said, ""I don't think there's anything to tackle. As people in the public eye, you're anyways so used to constant speculation.""",29 Dec,Ankush Verma
Felt flowers came for me as kid: Twinkle on sharing b'day with dad,"On the occasion of her birthday and late father Rajesh Khanna's birth anniversary on Saturday, Twinkle Khanna wrote, ""As a toddler, I was convinced that...flowers that would arrive for his birthday were actually for me."" She took to Instagram and posted a black and white photo of Rajesh Khanna, dressed in a bandhgala, wearing sunglasses and waving at the fans.",29 Dec,Ankush Verma
We fought but stuck through all of that: Deepika on Ranveer,"Deepika Padukone, while talking about her relationship with husband Ranveer Singh during their courtship days, said, ""We've fought...we've had our ups and downs. But we stuck through all of that."" ""I was never unsure about him. Of course, in a six-year-long relationship, you go through your ups and downs but we never broke up,"" added Deepika who recently got married.",29 Dec,Ankush Verma
No special screening for Cong: Anupam on 'The Accidental...',"On being asked whether the makers of the upcoming film 'The Accidental Prime Minister' would comply with a special screening for the Congress, Anupam Kher said, ""No, why should we have a special screening for the Congress?"" The Maharashtra Youth Congress has announced they'll not allow the film to be screened if their demand for a prior screening isn't met.",29 Dec,Ankush Verma
Prayers and Duas for well-being of Kader Khan: Amitabh  ,"Wishing recovery to veteran actor Kader Khan, who is reportedly in critical condition and has been admitted to a hospital, Amitabh Bachchan tweeted, ""Kader Khan...actor writer of immense talent...Prayers and Duas for his well being and recovery."" Khan, who has been put on a BiPAP ventilator, is suffering from breathlessness and is showing symptoms of pneumonia, as per reports. ",29 Dec,Ankush Verma
Karnataka govt wants development-free corruption: PM Modi,"Prime Minister Narendra Modi on Friday criticised the Congress-JD(S) alliance in Karnataka, saying that while people want ""corruption-free government"", the state government was interested in ""development-free corruption"". He said this while interacting with Karnataka BJP booth workers. PM Modi further said that people of the country will teach them a lesson for their ""misgovernance"".",29 Dec,Ankush Verma
Rath Yatras are not carried out to 'kill people': WB CM,"Taking a dig at BJP for its proposed Rath Yatra, West Bengal CM Mamata Banerjee on Friday said that Rath Yatras are not carried out to ""kill people"". ""Those who carry out yatras to kill common people indulge in danga yatras,"" she added. This comes after Calcutta High Court recently put a stay on BJP's Rath Yatra in the state.",29 Dec,Ankush Verma
Nehruvian blunder responsible for J&K crisis: Union Minister,"Union Minister Jitendra Singh on Friday blamed former PM Jawaharlal Nehru for the situation in Jammu and Kashmir, saying that the crisis in the state began with ""Nehruvian blunder"". ""If Nehru had not intervened in the functioning of (Sardar) Patel, the situation...would have been different,"" he added. Singh further attacked Congress by calling it “rasoighar ki party (party of kitchen)”.",29 Dec,Ankush Verma
"7 killed, 4 injured in accident due to fog in Haryana","At least seven people were killed and four others were injured on the Ambala-Chandigarh National Highway, Haryana on Saturday after two SUVs collided with a vehicle due to heavy fog. The victims belonged to Chandigarh and included three women, two minors and their drivers. The injured have been hospitalised, police said. ",29 Dec,Deepshikha Yadav
"How do you plan to tackle Selfitis, BJP MPs ask Centre","BJP MPs Om Prakash Yadav and Harish Dwivedi on Friday asked the Centre about steps it proposes to take to treat people suffering from ""Selfitis"", demanding details about how many people approached therapists over the ""disorder"". Union Minister Anupriya Patel responded, ""As per the International Classification of Diseases of World Health Organization, Selfitis hasn't been recognized as a disorder.""",29 Dec,Deepshikha Yadav
"Human rights are for common man, not for criminals: UP CM",Uttar Pradesh CM Yogi Adityanath on Friday said human rights were for common man and not for criminals and anti-social elements. He added that people appreciated the policing in the state despite reading negative articles and criticism about human rights violation. He further said that some people shield wrong people in the name of human rights violation.,29 Dec,Deepshikha Yadav
Punjab to detain drug smugglers for a year without trial,Punjab Chief Minister Amarinder Singh on Friday announced setting up of an advisory board to detain drug smugglers for a year without trial. A separate Drug Division under the Health Department will also be created to centralise and synergise the de-addiction efforts. The measures are part of fresh initiatives announced by the CM to fight against drugs.,29 Dec,Deepshikha Yadav
1113 online harassment complaints received by NCW in 2014-17,"National Commission for Women (NCW) received 1,113 complaints of online harassment of women from 2014 to 2017, Lok Sabha was told on Friday. Of these complaints, 508 have been closed, Minister of State for Women and Child Development Virendra Kumar said. He further said that government has developed Cybercrime Reporting Portal for addressing complaints of online harassment of women.",29 Dec,Deepshikha Yadav
Have you ever heard of temporary captain? Pant taunts Tim Paine,"A day after Tim Paine teased India wicketkeeper Rishabh Pant in the Melbourne Test over his exclusion from ODI squad, Pant taunted the Australia wicketkeeper-captain by calling him ""temporary captain"". ""Have you ever heard of a temporary captain?"" We don't need to do anything to get him out,"" Pant said. ""Only thing he can do is talking, talking,"" he added.",29 Dec,Anmol Sharma
It was Rohit's idea: Bumrah on 113-kmph ball that dismissed Marsh,"India pacer Jasprit Bumrah has revealed his 113-kmph yorker that dismissed Australia's Shaun Marsh in the Melbourne Test was Rohit Sharma's idea. ""Rohit...told me you can try a slow ball like you bowl in one-day cricket...so, I thought yeah, I could give it go...Some of their guys play with hard hands...The execution was good on the day,"" Bumrah added.",28 Dec,Anmol Sharma
"Crowd chants 'Kohli is a wanker', Kohli takes his cap off and bows","Team India captain Virat Kohli took his cap off and bowed to the crowd at the Melbourne Cricket Ground after some spectators were heard chanting, ""Kohli is a wanker"". ""Bagging a champion when he is smashing your national team into a pulp is just dumb,"" a user tweeted reacting to it. ""He handled it beautifully,"" wrote another user.",28 Dec,Anmol Sharma
MCG spectators evicted after 'Show us your visa' taunts at Indians,"Several spectators were reportedly evicted from Melbourne Cricket Ground's (MCG) Bay 13 during the ongoing Australia-India Test for their racially motivated taunts at Indians. Chants of ""Show us your visa"" were heard in the stands, after which Cricket Australia issued a formal warning to the spectators. Earlier, the crowd was also seen booing their own player Mitchell Marsh. ",28 Dec,Anmol Sharma
Mayank will smell the coffee in your canteen: Shastri to O'Keeffe,"India head coach Ravi Shastri has criticised Australian commentator Kerry O'Keeffe who insulted debutant Mayank Agarwal by saying that his highest first-class score of 304* had come against ""railway canteen staff."" ""[Mayank] has got a message for Kerry...when you...open your canteen, he wants to...smell the coffee and compare it to the ones back home in India,"" Shastri added.",28 Dec,Anmol Sharma
Perfect mix of rum & coke: MS Dhoni on joining Chennai Super Kings,"Former India captain MS Dhoni has said him joining Chennai Super Kings was like a ""perfect mixture of rum and coke"". ""All the aggression and everything came from where I was born and brought up, but coming to south [India], understanding the culture...made me believe in myself,"" he said. ""I never knew I will get selected for CSK,"" he added. ",29 Dec,Anmol Sharma
CBI had theory to implicate politicians in Sohrabuddin case: Court,"In the 350-page judgement acquitting all 22 accused in 2005 Sohrabuddin Sheikh encounter case, a CBI court stated, ""CBI had before it a premeditated theory and a script intended to implicate political leaders."" ""It clearly appears that the CBI was more concerned in establishing a particular pre-conceived and premeditated theory rather than finding out the truth,"" it added.",28 Dec,Anmol Sharma
Chinese soldier teaches tai-chi to Indian jawan; video surfaces,"A video of a Chinese soldier teaching tai-chi, a martial art form, to an Indian soldier is being widely shared online. The video shows the Indian soldier trying to imitate the martial art moves being performed by his Chinese counterpart. The armies of the two countries recently held joint military exercises that concluded on December 23.",28 Dec,Anmol Sharma
Chilli powder put in girls' private parts at Delhi shelter home: DCW,The Delhi Commission for Women (DCW) has said that female staff at a shelter home in Dwarka allegedly abused the girls by putting chilli powder in their private parts as punishment. The matter came to light after DCW conducted a surprise visit at the home that houses 22 inmates. The shelter home has girls aged between 6 and 15.,29 Dec,Anmol Sharma
Ex-UK PM Thatcher thought Nelson Mandela had 'a closed mind': Docs,"Following a phone call with Nelson Mandela in June 1990, former UK PM Margaret Thatcher had told her then-Foreign Affairs Adviser that the ex-South African President had ""a closed mind"", according to newly released secret files. The UK's then-Ambassador to South Africa, Sir Robin Renwick, had said Mandela wasn't ""as intelligent"" as ex-Zimbabwe President Robert Mugabe, the files further revealed.",29 Dec,Anmol Sharma
Amul allowed to air edited ice-cream ads after objections by HUL,"The Bombay High Court has allowed Amul to air its advertisements after deleting the content against which Hindustan Unilever (HUL) had raised objection. The court, however, rejected Amul's claim that the ads were not depicting frozen desserts in a disparaging manner. Amul's ads claimed that frozen desserts were made with Vanaspati or vegetable oil and urged customers to choose ice-creams.",28 Dec,Anmol Sharma
Nestle plans to launch meat-free burger in 2019,"Swiss company Nestle is planning to launch meat-free burger made from soy and wheat protein under the Garden Gourmet label in 2019. The company is also experimenting with vegan milk, a liquid derived from walnuts and blueberries, with a purple hue. ""Vegetarianism has never been this popular before and it's here to stay,"" Nestle CTO Stefan Palzer said.",28 Dec,Anmol Sharma
No ban on ‘The Accidental Prime Minister’ in MP: Congress,"Congress spokesperson Randeep Singh Surjewala on Friday denied reports claiming that the Madhya Pradesh government will ban the film 'The Accidental Prime Minister'. ""Fake propaganda by BJP won’t desist us from questioning the PM Modi govt on rural distress, unemployment...GST, failed Modinomics,"" Surjewala said in a tweet. ""Nation wants governance, not diversion,"" he added.",28 Dec,Arshiya Chopra
UK football club partners with 'Visit North Korea',"United Kingdom's National League North club Blyth Spartans signed a sponsorship deal with tourism company Visit North Korea, which promotes trips to North Korea. Blyth Spartans announced that the company had bought a pitch-side advertising board that was unveiled this week at the club's home ground Croft Park. Blyth's commercial manager, Mark Scott said, ""Who am I to judge?""",28 Dec,Arshiya Chopra
K'taka develops tech to check farm loan waiver malpractices,"The Karnataka government has developed a software to check misuse of the farm loan waiver. The software will match the Aadhaar data with UIDAI, ration card with food department data and pull out land record details from the Bhoomi portal, as per an official. The software aims to bypass manual interferences in list preparation and thus reduce malpractices.",28 Dec,Arshiya Chopra
UK startup creates postcard-sized urine test for use at home,"UK-based medtech startup TestCard has created an at-home postcard-sized urine test, similar to a pregnancy test, which is analysed by an accompanying app to provide immediate results. The urine test, which has no electronic components involved, will launch in the UK in April 2019. TestCard also plans to screen diabetes products in India, TestCard's Co-founder and CSO Andrew Botham revealed.",28 Dec,Arshiya Chopra
KCR to build permanent TRS office in Delhi: Reports,"Following his victory in Telangana assembly elections, TRS President K Chandrashekar Rao has reportedly instructed party leaders to identify land to set up a permanent office in Delhi. ""The Centre has agreed...to allot a 1000 square yards plot for the office's construction,"" a party leader said. ""KCR will lay foundation stone for the office after Sankranti festival,"" he added.",28 Dec,Ankush Verma
Many online groceries will have to shut shop: Kishore Biyani,"Future Group Founder and Group CEO Kishore Biyani, while talking about the government's new e-commerce policy, said, ""Many companies, including a lot of online groceries, will have to shut shop”. Biyani said huge discounts offered by online platforms were ""driven by capital and balance sheet and not really by skills"". The new policy will come into effect from February 2019.",28 Dec,Ankush Verma
China asks universities to report on gene-editing researches,China's Ministry of Education has asked universities to inspect all research work on gene-editing since 2013 and submit a report by the year-end proving the work does not cross ethical boundaries. This comes after Chinese researcher He Jiankui in November had claimed creation of world's first gene-edited 'HIV-resistant' babies. China had also banned Jiankui from carrying out any scientific work.,28 Dec,Nandini Sinha
1.9L children went missing in last 3.5 yrs: WCD Ministry,"The Lok Sabha was on Friday informed that over 1.9 lakh children have gone missing from June 2, 2015 to December 21, 2018. The highest number of children went missing from Gujarat at 37,063, Minister of State for Women and Child Development Virendra Kumar said. At 32,925, Madhya Pradesh accounts for the second highest number of missing children.",28 Dec,Nandini Sinha
CBSE students excelling in sports can give board exams later,"According to a CBSE notice, class 10 and 12 students representing India in international sports events can write their board exams at a later date. The provision is to ensure that the students' exams and sports events do not clash. Students who wish to avail the concession in 2019, are supposed to submit their requests by January 31.",28 Dec,Krishna Veera Vanamali
Ex-DMK MLA convicted for raping and murdering minor in 2012,"A special court in Chennai has convicted former DMK MLA M Rajkumar for raping and murdering a 15-year-old girl from Kerala in 2012. The court has awarded Rajkumar imprisonment of 10 years and has imposed a fine of ₹42,000. Rajkumar, his driver and his associate were arrested in 2012 based on a complaint filed by the victim's father.",28 Dec,Krishna Veera Vanamali
Hyd chain-snatchers using Google Maps to escape: Report,"Chain-snatchers in Hyderabad may be using Google Maps to target areas with no traffic jams for committing crimes, according to a report. The police said they ""strongly suspect"" this after analysing CCTV footage of nine chain snatching crimes, the report said. The police believe that the criminals are outsiders as the bike has a temporary registration number.",28 Dec,Pragya Swastik
3 men convicted of murder of Indian-origin family in UK,"Three men were found guilty of murder on Friday for causing an explosion in a shop in February in Leicester, UK, that killed five people, including three members of an Indian-origin family. The convicts caused the explosion to destroy the shop in order to claim £300,000 in insurance. The Indian-origin family had moved to the UK from Mauritius.",29 Dec,Pragya Swastik
Syrian Army raises flag in Kurdish-held town for 1st time in yrs,The Syrian Army said on Friday it had entered the Kurdish-held Manbij for the first time in six years after the Kurdish YPG forces urged the regime of Bashar al-Assad to protect the town from Turkish attacks. The request by the US-backed Kurds follows US President Donald Trump's announcement to withdraw all American troops from Syria.,29 Dec,Shweta Singh
Saudi to lift travel ban on Lebanon after govt formation,Saudi Arabia has said that the kingdom will lift the travel ban on Lebanon after a government is formed in Lebanon. Saudi Arabia had imposed a travel ban on Lebanon last year over a political crisis following the resignation of PM Saad Hariri. Hariri had cited Iran-backed Hezbollah's meddling in its regional affairs as the main reason for his resignation.,29 Dec,Shweta Singh
Can't wait for them to make 'The Insensitive Prime Minister': Omar,"Amid the controversy over the film 'The Accidental Prime Minister', former Jammu and Kashmir Chief Minister Omar Abdullah tweeted, ""Can't wait for when they make The Insensitive Prime Minister. So much worse than being the accidental one."" The movie is based on a book on Manmohan Singh's life during his tenure as the Prime Minister of India.",28 Dec,Arshiya Chopra
"Told Suhana if guy says 'Rahul, naam to suna hoga' he's stalker: SRK","Shah Rukh Khan has revealed he told his daughter Suhana that if a boy comes and tells her 'Rahul, naam to suna hoga', his dialogue from 'Dil To Pagal Hai', then he's a stalker. ""If a boy looks at you across a room at a party and says, 'Aur paas, aur paas', go kick him in the shins,"" he added.",28 Dec,Arshiya Chopra
Paine would ask Pant for IPL contract in private: Arnold on banter,"After Australia captain Tim Paine teased Rishabh Pant over his exclusion from India ODI squad by saying he should join Hobart Hurricanes, cricketer-turned-commentator Russel Arnold tweeted, ""Am thinking Paine would ask Pant for a Delhi contract in private even though he offered a Hobart contract for the world to hear."" Paine also asked Pant if he could babysit his children.",28 Dec,Daisy Mowke
"My Airbnb guest threw party for 300, furniture was missing: US man","A US man said his New York house was booked through Airbnb by a man in December 2017 who threw a New Year's party for 300 people without his permission. ""There was furniture missing...the glass panel on my staircase was shattered,"" the man said. ""Airbnb paid me for the damages but a year later repairs are continuing,"" he added.",28 Dec,Daisy Mowke
Tesla adds Elon Musk's 'close friend' Larry Ellison to board,"Tesla has named Oracle Co-founder Larry Ellison and pharmacy chain Walgreens' global HR head Kathleen Wilson-Thompson as independent directors. The appointments are part of the settlement Tesla reached with US securities regulator over CEO Elon Musk's tweets about taking the firm private. Ellison, who calls himself a close friend of Musk, had revealed that Tesla is his second-largest investment.",28 Dec,Anmol Sharma
"OYO to buy shares worth ₹50 cr from staff, ex-workers in Jan","Gurugram-based hospitality startup OYO has said it will hold the first round of share buyback offered to current and former employees in January, which is estimated at about ₹40-50 crore. Around 250 ESOP (Employee Stock Ownership Plan) holders will participate in the round. The startup revealed it expects a total of $150-200 million over the next few years.",28 Dec,Anmol Sharma
Cabinet approves death penalty for 'sexual crimes' against minors,"The Union Cabinet has approved amendments to the Protection of Children from Sexual Offences (POCSO) Act, including the provision for death penalty for ""committing aggravated penetrative sexual assault crime"" on children. ""The amendment is expected to discourage the trend of child sexual abuse...due to strong penal provisions incorporated in the Act,"" the government said.",28 Dec,Pragya Swastik
Passenger arrested with 2 kg gold hidden in microwave in Hyderabad,A passenger was arrested from Hyderabad airport for hiding over two kilograms of smuggled gold worth ₹66 lakh in a microwave oven. The passenger had landed in Hyderabad after taking an Oman Airlines flight from Dubai on Thursday. The gold was in the form of 46 plates coated with silver and fixed in the transformer of a microwave oven. ,28 Dec,Pragya Swastik
"India to give ₹4,500 crore to Bhutan for its 5-Year Plan","Prime Minister Narendra Modi on Friday announced financial assistance of ₹4,500 crore to Bhutan for its 12th Five Year Plan after holding talks with his Bhutanese counterpart Lotay Tshering. Bhutan will soon launch the RuPay cards, PM Modi said. Tshering arrived in India on Thursday on his first foreign visit after taking charge as Bhutan's Prime Minister last month.",28 Dec,Krishna Veera Vanamali
Another woman claims she got HIV from transfusion during pregnancy,"After a pregnant woman in Tamil Nadu was infected with HIV due to blood transfusion, another woman in the state has accused a hospital of infecting her with HIV during transfusion when she was five-month pregnant. The 30-year-old alleged she had tested HIV negative before blood transfusion, but tested positive during another check-up months later. The hospital denied the allegations.",28 Dec,Krishna Veera Vanamali
"5 drunk men beat Zomato delivery man, snatch food in Hyderabad",Five men in a drunken state obstructed the way of a Zomato delivery man and attacked him on refusing to give them food meant to be delivered for a client in Hyderabad on Wednesday. The 28-year-old delivery man received multiple minor injuries on being beaten and kicked after refusing to give food. He later filed a complaint with the police.,28 Dec,Kanishka Pandey
"Headless bodies of woman, girl and toddler found in a drum on road","Headless bodies of a 32-year-old woman, a 12-year-old girl and a toddler were found inside a drum on the Rohtak-Bhiwani road in Haryana on Friday. While the Haryana Police have not been able to identify the bodies, they have asked Delhi, Rajasthan and Punjab Police for missing persons reports that match the description of the bodies.",28 Dec,Kanishka Pandey
"US veteran who credited whisky, cigars for long life dies aged 112","The US' oldest known WWII military veteran, who credited whisky and cigars for his long life, has died in Texas at the age of 112. ""I been smoking cigars from when I was 18 years old, I'm still a smoking 'em. Twelve a day,"" Richard Overton once said. He was honoured on Veterans Day in 2013 by ex-President Barack Obama.",28 Dec,Arshiya Chopra
Trump mistakenly reveals details of US Navy SEALs in Iraq: Report,"US President Donald Trump accidentally revealed the details of a Navy SEAL team in Iraq after he shared a video of himself posing with them, a report said. ""Official photographs and videos blur the individual faces of special operation forces, due to the sensitive nature of their job,"" the report added. Trump visited the American troops in Iraq on Wednesday.",28 Dec,Arshiya Chopra
"China stock market loses $2.4 tn in 2018, world's worst performing","China's stock market has erased $2.4 trillion of market value this year amid the trade war between the US and China, according to Bloomberg. The benchmark Shanghai Composite Index is down 25% for the year, making China the world's worst-performing major stock market. China's stock market is currently the world's second biggest with a market capitalisation of $5.46 trillion.",28 Dec,Pragya Swastik
Share revenues with farmers: HC to Ramdev's Divya Pharmacy ,"Dismissing a plea by Ramdev's Divya Pharmacy, the Uttarakhand High Court said the company should share revenues derived from selling biological resources as 'herbal products' with farmers. Divya Pharmacy claimed that being ""purely an Indian company"", it should get relief from sharing benefits under the Biological Diversity Act. The court said this would ""defeat the very purpose of the Act"".",28 Dec,Pragya Swastik
Varun Chakravarthy is a long-term investment: Preity Zinta,"Speaking about Tamil Nadu spinner Varun Chakravarthy, who was bought by KXIP for ₹8.4 crore, KXIP co-owner Preity Zinta said, ""Varun is an underexposed mystery bowler... Varun is a long-term investment for us."" ""I feel that with guidance from coach Mike Hesson, he (Varun) will be able to hone his capabilities and contribute to team's success,"" the Bollywood actor said.",28 Dec,Nandini Sinha
Italian club to play in closed stadium after racist insults,"Italian club Inter Milan were ordered to play their next two home games behind closed doors on Thursday after their supporters racially insulted Napoli defender Kalidou Koulibaly during Wednesday's Serie A match at San Siro. The mayor of Milan, Giuseppe Sala, apologised to Koulibaly over the insults, describing them as ""a disgrace"" on his Facebook page.",28 Dec,Nandini Sinha
"Losing Ballon d’Or was no surprise, already knew it: Messi","Barcelona forward Lionel Messi, who has won a joint record five Ballon d'Or awards, said that he was not surprised on not winning the award this year. Messi, who said he already knew that he was not going to win the award this year, said that he does not give much importance to it although it is a big prize.",28 Dec,Arshiya Chopra
South Africa beat Pakistan to take 1-0 lead in Test series,"South Africa beat Pakistan by six wickets to take a 1-0 lead in the three-match Test series on Friday. South Africa's Hashim Amla scored his 40th Test half-century, while Duanne Olivier ended with figures of 11/96 in the Test. In the Test, South Africa's Dale Steyn became his nation's highest Test wicket-taker after going past former captain Shaun Pollock.",28 Dec,Arshiya Chopra
Tech Mahindra debuts open-source AI platform for enterprises,"Software services provider Tech Mahindra has launched an open-source artificial intelligence (AI) platform GAiA for enterprises, powered by The Linux Foundation's project Acumos. ""GAiA will enable enterprises across industry verticals to build, share and rapidly deploy AI-driven services and applications,"" the company said. The platform is currently available in Beta mode, Tech Mahindra added.",28 Dec,Pragya Swastik
Triple Talaq delayed for vote bank: BJP leader Anurag Thakur,"BJP leader Anurag Thakur on Friday alleged that a few parties delayed the Triple Talaq Bill to secure their vote bank ""in the name of caste and communalism"". ""It's a very big victory for...women who roam here and there for justice,"" he added. On Thursday, the Lok Sabha passed the bill which makes instant Triple Talaq a criminal offence.",28 Dec,Pragya Swastik
Naidu not responsible for defeat in polls: T'gana Cong chief,"Telangana Congress President N Uttam Kumar Reddy has said TDP chief N Chandrababu Naidu isn't responsible for the defeat of the Maha Kootami alliance in the state assembly elections. Congress will soon decide if it will continue the alliance in future or not, he added. ""We are...reviewing the reason behind our defeat by talking to party candidates,"" he further said.",28 Dec,Arshiya Chopra
Priests shut Puri Jagannath Temple after tussle with police,"Odisha's Jagannath Temple was closed on Friday following a scuffle between a priest and the police. On Thursday, the police had stopped a priest from taking three devotees inside the temple as they suspected the devotees of not being Hindus. Meanwhile, the priest insisted the devotees were Bengalis, which led to the fight.",28 Dec,Arshiya Chopra
3 UP secretaries suspended over sting operation accusing bribery,"Yogi Adityanath led-Uttar Pradesh government has suspended three personal secretaries of UP ministers over corruption charges, following a sting operation by a news channel. Meanwhile, CM Adityanath has directed a Special Investigation Team (SIT) to probe into the matter. The sting operation showed the three staffers allegedly asking for a bribe in return for transfers and contracts.",28 Dec,Ankush Verma
World has continued to fail children in war zones: UNICEF,"The United Nations International Children's Emergency Fund (UNICEF) has said the world has ""continued to fail children"" in conflict zones as they suffered ""extreme levels of violence"" in 2018. Children living in countries at war have been used as human shields, killed, maimed or recruited to fight. ""Rape, forced marriage and abduction have become standard tactics in conflicts,"" UNICEF added.",28 Dec,Ankush Verma
China kindergarten teacher jailed for pricking kids with needles,"A Chinese kindergarten teacher has been jailed for 18 months for pricking four children with needles. She has also been barred from working with minors for five years after serving her sentence. ""Her behaviour has seriously damaged the physical and mental health of minors,"" a Beijing court said, adding that the abuse did not result in any lasting injury.",28 Dec,Nandini Sinha
He doesn't talk reasonably: Naseeruddin on Anupam's 'freedom' remark,"After Anupam Kher reacted to Naseeruddin Shah's comment that he fears for his children in India, Shah responded, ""He doesn't talk reasonably...It's so infantile...I don't even need to react to that."" Anupam had earlier said, ""There's so much freedom in the country that you can abuse the army...pelt stones at the soldiers. How much more freedom do you need?""",28 Dec,Daisy Mowke
"Won't back off, it's my best performance: Kher on playing Manmohan","Reacting to controversies surrounding his upcoming film 'The Accidental Prime Minister', actor Anupam Kher on Friday tweeted, ""I am not going to back off. This is my life's best performance."" ""Dr Manmohan Singh will agree after seeing the film that it is a 100% accurate depiction,"" Kher added. ""We can't change history,"" the actor was earlier quoted as saying.",28 Dec,Daisy Mowke
